Freq_GHz,Rx1_L_pe_dB,Rx1_E_dBuVpm,Rx1_E_rx_Vpm,Rx2_L_pe_dB,Rx2_E_dBuVpm,Rx2_E_rx_Vpm,Rx3_L_pe_dB,Rx3_E_dBuVpm,Rx3_E_rx_Vpm
0.5,37.01480466066062,110.99220931117755,0.3544952869415283,44.55691351062481,103.45010046121337,0.14876645803451538,87.4730004507297,60.53401352110849,0.0010634098434820771
0.6578947368421053,40.14425793145382,107.86275604038435,0.24725085496902466,49.3194988980986,98.68751507373956,0.08597570657730103,79.68800905027138,68.3190049215668,0.0026058549992740154
0.8157894736842105,41.4719770375331,106.53503693430508,0.21220315992832184,49.65472088950615,98.35229308233203,0.0827207863330841,85.63313153385346,62.37388243798471,0.0013142988318577409
0.9736842105263158,43.64617251509489,104.36084145674329,0.16521218419075012,51.543414691856114,96.46359927998206,0.06655488908290863,93.33334298109094,54.673670990747254,0.0005416061030700803
1.131578947368421,44.53984222847432,103.46717174336388,0.14905913174152374,52.6347041181688,95.37230985366938,0.058696944266557693,100.42379547531777,47.58321849652041,0.00023942027473822236
1.2894736842105265,46.180358175368546,101.82665579646964,0.12340500950813293,53.97094887740042,94.03606509443776,0.05032725632190704,105.83640143241423,42.170612539423956,0.00012838983093388379
1.4473684210526316,46.767751542956454,101.23926242888173,0.11533553153276443,54.694474222945466,93.3125397488927,0.04630490392446518,109.05085832343474,38.95615564840344,8.86763446033001e-05
1.6052631578947367,48.066032642722156,99.94098132911603,0.09932282567024231,55.18523667684576,92.82177729499242,0.04376116394996643,112.12831092924239,35.87870304259581,6.222073716344312e-05
1.7631578947368423,48.60952399972679,99.39748997211139,0.09329846501350403,55.77908754835775,92.22792642348041,0.04086921736598015,116.96240645745766,31.044607514380516,3.5664026654558256e-05
1.9210526315789476,49.068106824536045,98.93890714730213,0.08850042521953583,56.702723855015016,91.30429011682315,0.036746375262737274,121.78114018308344,26.225873788754726,2.047829002549406e-05
2.0789473684210527,50.095028673060725,97.91198529877745,0.07863198965787888,57.16692163883275,90.84009233300542,0.03483410179615021,125.59791128127648,22.409102690561674,1.3196389772929251e-05
2.236842105263158,50.48434675001715,97.52266722182101,0.0751853734254837,57.95267206109924,90.05434191073891,0.03182123973965645,123.831513663404,24.175500308434184,1.617242014617659e-05
2.3947368421052633,51.18385136386727,96.82316260797091,0.06936783343553543,58.208607896307214,89.79840607553095,0.03089728392660618,130.7369418971278,17.270072074710377,7.303038728423417e-06
2.5526315789473686,51.57346861297291,96.43354535886527,0.06632500141859055,58.875797758209764,89.1312162136284,0.028612829744815826,132.8939464027124,15.113067569125786,5.69709391129436e-06
2.7105263157894735,52.25324525726226,95.75376871457593,0.061332184821367264,58.905880108576966,89.1011338632612,0.02851390466094017,138.26222851703625,9.744785454801931,3.070713319175411e-06
2.8684210526315788,52.62727571748788,95.3797382543503,0.05874716490507126,59.53275946767009,88.47425450416807,0.026528501883149147,135.21068186686827,12.79633210496991,4.363315383670852e-06
3.0263157894736845,53.24256088350778,94.76445308833041,0.0547296479344368,59.83352190484893,88.17349206698924,0.02562563307583332,133.34569878069735,14.661315191140849,5.408362085290719e-06
3.18421052631579,53.536204298738824,94.47080967309935,0.05291033163666725,60.40671463931877,87.60029933251941,0.023989155888557434,142.74438449577016,5.2626294760680326,1.8328692021896131e-06
3.342105263157895,54.12317198448317,93.883841987355,0.04945293813943863,60.66130609671346,87.3457078751247,0.023296216502785683,141.75679237031036,6.250221601527819,2.053577418337227e-06
3.5,54.377546420207146,93.62946755163102,0.04802566394209862,60.95183943297931,87.05517453885886,0.02252987213432789,141.85439721999415,6.152616751844027,2.0306301848904695e-06
